date,route_id,route_status,origin_country,destination_country,shipping_method,trade_route_type,distance_km,estimated_transit_days,shipping_delay_days,port_congestion_index,container_availability_index,weather_disruption_score,geopolitical_risk_score,trade_volume_tonnes,freight_cost_usd,carbon_emissions_tonnes,origin_active_event_count,origin_active_event_risk,destination_active_event_count,destination_active_event_risk,covid_supply_shock_active,russia_ukraine_war_active,events_warmup,fuel_cost_index,commodity_price_index,natural_gas_price,steel_price,wheat_price,copper_price,origin_region,origin_event_region,origin_income_group,origin_port_capacity_index,origin_logistics_performance_index,origin_trade_dependency_score,origin_gdp_per_capita,origin_population,origin_iso3,destination_region,destination_event_region,destination_income_group,destination_port_capacity_index,destination_logistics_performance_index,destination_trade_dependency_score,destination_gdp_per_capita,destination_population,destination_iso3
05/07/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.09,83.22,61.56,32.58,76.89,13516.28,4404.26,5604.52,83,2100.66,68,1503.46,0,0,0,67.01,59.3,2.694241099,673.5585164,206.4964345,7421.010991,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/14/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,1.91,84.34,85.8,1.08,28.4,18840.14,4150.17,7812.06,87,2181.78,70,1510.23,0,0,0,52.99,33.64,2.296669452,589.5338161,217.1096266,7209.370982,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/21/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.32,41.13,66.09,47.08,67.81,14512.71,4347.65,6017.69,85,2117.61,74,1566.18,0,0,0,62.93,30.35,2.538383377,566.5463631,204.1516016,6867.086794,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/28/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.11,18.35,98.58,86.86,2.84,21645.87,4443.6,8975.46,86,2139.98,74,1560.51,0,0,0,70.95,46.71,2.324157697,651.9952344,213.8407694,6856.15211,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/04/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.47,45.51,78.84,19.62,42.32,17311.38,4212.3,7178.16,85,2087.44,74,1581.52,0,0,0,55.05,23.48,2.512063374,569.719223,182.1277067,7088.972664,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/11/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.59,9.64,76.32,77.56,47.37,16757.68,4306.52,6948.57,85,2114.26,74,1605.72,0,0,0,57.17,62.36,3.526820898,691.3004857,224.2658741,7138.955439,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/18/2017,R14,Disrupted,India,France,Air,Consumer Goods,8293,13,12.14,41.29,51.84,86.53,96.33,11382.14,4467.5,4719.6,84,2121.0,72,1540.02,0,0,0,60.5,46.07,2.525300556,633.8962936,220.0241095,7059.18768,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/25/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.28,42.98,95.77,50.99,8.47,21028.32,4284.98,8719.39,83,2077.47,74,1558.47,0,0,0,57.48,44.6,4.316191032,575.6044296,203.6582274,7093.392602,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/02/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.81,57.17,69.32,11.99,61.36,15220.92,4197.08,6311.35,84,2083.1,71,1503.3,0,0,0,52.25,65.37,3.24665895,707.8654107,233.1849134,7509.987212,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/09/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.32,10.21,70.92,41.18,58.15,15573.31,4348.67,6457.47,81,2029.73,70,1446.69,0,0,0,60.34,56.71,3.092418062,569.7142538,238.7514028,7321.462946,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/16/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.3,44.68,71.69,6.95,56.62,15741.69,4263.59,6527.29,79,1952.41,68,1452.64,0,0,0,54.69,31.79,2.57082111,637.1047686,187.8488027,7057.190677,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/23/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.45,14.79,50.82,67.48,98.37,11158.17,4381.71,4626.74,79,1974.93,69,1454.94,0,0,0,62.37,56.71,3.35015494,614.964629,204.7455044,7282.393174,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/30/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.95,2.64,82.49,54.2,35.01,18114.14,4227.18,7511.03,76,1914.91,71,1495.01,0,0,0,55.4,31.92,2.712181087,665.0870645,204.617153,6690.242829,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/06/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.85,2.17,62.13,61.84,75.74,13642.17,4450.42,5656.73,79,1977.59,72,1529.63,0,0,0,67.75,58.98,3.061004907,678.0755598,201.201938,7119.378115,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/13/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.11,39.61,80.86,41.28,38.28,17755.24,4320.7,7362.21,80,1975.04,69,1427.19,0,0,0,56.08,65.53,4.280042269,601.6002075,236.5894968,7542.791905,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/20/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.2,24.18,64.66,64.76,70.68,14198.02,4356.97,5887.21,79,1952.98,68,1375.19,0,0,0,58.39,34.76,2.95197005,562.3291065,216.1234772,6934.586231,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/27/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.04,97.13,76.32,13.55,47.36,16758.2,4419.1,6948.79,78,1928.17,67,1325.33,0,0,0,64.07,52.81,3.574636663,622.9986071,214.7097032,6745.709821,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/03/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,0.54,3.88,99.46,57.7,1.09,21838.73,4135.69,9055.43,83,2022.39,67,1378.71,0,0,0,53.85,16.39,2.648411787,566.1142315,179.9227527,6804.373333,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/10/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.84,39.01,87.73,99.61,24.55,19263.14,4350.97,7987.46,86,2079.91,65,1311.2,0,0,0,61.14,53.61,2.982505755,700.6693624,232.7083606,6673.110089,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/17/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.55,11.28,59.87,1.29,80.25,13147.07,4406.26,5451.43,84,2047.04,66,1308.58,0,0,0,66.54,48.69,3.885400318,606.8267666,195.2148321,6764.571428,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/24/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.19,50.35,88.82,24.82,22.36,19502.86,4200.51,8086.86,83,1978.18,72,1417.94,0,0,0,51.96,29.39,2.686516471,581.7339224,221.1986526,6888.84757,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/01/2017,R14,Disrupted,India,France,Air,Consumer Goods,8293,13,12.47,43.32,67.33,40.07,65.34,14784.56,4480.52,6130.42,83,2016.45,74,1493.06,0,0,0,60.92,50.22,3.906224279,609.2340153,225.5475388,6578.329894,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/08/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.42,31.94,73.39,84.22,53.21,16115.57,4365.02,6682.32,82,1921.02,74,1496.14,0,0,0,61.3,52.84,3.353875968,532.6436855,247.2131719,7004.6855,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/15/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.76,75.06,81.69,97.96,36.61,17938.44,4451.08,7438.18,85,1963.28,73,1463.8,0,0,0,63.91,39.46,2.718766612,551.4192981,193.823592,7270.683152,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/22/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.75,20.53,86.6,37.52,26.79,19016.56,4219.51,7885.22,87,2009.49,72,1417.55,0,0,0,53.82,35.37,3.31620387,660.0206954,159.6097569,6727.673146,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/29/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.56,44.6,63.39,61.24,73.22,13919.39,4249.39,5771.68,86,2006.41,72,1438.78,0,0,0,53.4,50.26,3.486277225,567.1552861,223.6769909,7455.785177,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/05/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.54,75.61,57.15,5.0,85.7,12549.11,4367.23,5203.49,83,1899.79,66,1345.97,0,0,0,62.61,59.78,3.310904981,547.6544509,256.0102236,7153.237627,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/12/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.67,85.59,59.6,10.3,80.79,13087.96,4352.96,5426.92,79,1780.25,66,1348.1,0,0,0,61.48,57.19,2.21488764,626.8326376,244.7789271,7309.174176,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/19/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,1.84,37.77,78.62,42.52,42.75,17264.19,4272.81,7158.59,76,1671.08,68,1385.17,0,0,0,61.25,45.21,2.636431412,659.2852077,224.1931883,6802.649634,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/26/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,0.65,1.35,61.88,14.57,76.24,13587.25,4256.11,5633.95,78,1703.79,68,1428.44,0,0,0,61.73,53.13,2.876240682,635.9476655,210.1672763,7256.357568,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/03/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.34,49.09,84.63,34.37,30.74,18582.65,4233.04,7705.3,74,1628.59,66,1396.23,0,0,0,56.6,45.88,2.962783285,649.8023843,236.1424519,6672.41983,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/10/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.93,46.31,58.36,37.03,83.28,12814.24,4373.29,5313.42,73,1577.95,65,1363.56,0,0,0,61.16,45.97,3.310336049,562.1602456,200.529076,7267.07425,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/17/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.72,8.85,62.04,32.22,75.92,13622.81,4373.67,5648.7,73,1609.13,67,1415.13,0,0,0,61.47,45.59,3.0888505,528.9094667,229.5271554,7051.551802,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/24/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.54,87.19,88.67,95.9,22.66,19469.65,4314.51,8073.09,72,1550.11,69,1427.83,0,0,0,56.43,49.68,2.332327821,675.0666826,230.1094032,7165.975366,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/31/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.18,79.41,77.69,25.38,44.61,17060.16,4440.72,7074.0,70,1573.57,73,1595.2,0,0,0,69.33,53.16,3.190098926,583.8660081,241.2041981,6647.321618,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/07/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.62,89.5,69.05,57.75,61.89,15162.8,4385.14,6287.26,72,1736.48,73,1629.34,0,0,0,62.37,53.9,3.305292873,587.4583492,275.1932008,6731.479047,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/14/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.12,74.69,61.98,62.03,76.03,13610.66,4310.31,5643.66,71,1690.06,75,1650.29,0,0,0,54.04,58.15,3.279895224,666.4097071,227.8483193,7179.168465,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/21/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.06,23.29,51.66,26.44,96.68,11343.43,4327.58,4703.55,71,1684.24,74,1620.95,0,0,0,63.28,49.84,3.540390363,627.8115005,209.8207275,6715.495599,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/28/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.57,98.99,68.88,10.4,62.25,15123.81,4335.45,6271.09,69,1670.14,73,1645.06,0,0,0,55.13,51.92,3.416961077,622.7943886,219.4885138,7138.961888,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/04/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.95,51.52,91.06,99.26,17.88,19995.41,4475.22,8291.1,72,1739.29,73,1632.87,0,0,0,63.94,47.16,3.22959004,708.2501172,184.6184819,6589.858658,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/11/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.34,32.35,95.63,99.29,8.74,20998.28,4390.9,8706.94,79,1836.07,71,1595.05,0,0,0,65.79,48.15,2.964917144,567.8240885,206.1057374,7254.452264,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/18/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.63,63.16,97.36,38.8,5.29,21377.74,4308.29,8864.28,84,1944.7,73,1642.87,0,0,0,55.9,27.32,2.169519533,646.3920064,211.8143512,6630.243006,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/25/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,11.86,50.34,75.49,69.82,49.02,16575.64,4526.57,6873.09,84,1940.54,74,1676.1,0,0,0,64.82,55.18,3.21480911,602.8506562,209.518232,7165.689981,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/04/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.82,41.13,66.44,80.7,67.12,14588.52,4444.56,6049.13,85,1935.71,71,1658.02,0,0,0,62.06,57.76,3.103843844,613.4296139,223.0470974,7187.68928,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/11/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.72,49.96,50.76,54.08,98.47,11146.75,4453.17,4622.0,84,1884.44,70,1616.03,0,0,0,64.11,50.45,3.135789419,676.4234213,203.5516014,6790.968454,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/18/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.15,92.81,62.61,93.02,74.77,13748.85,4562.39,5700.96,81,1785.56,69,1661.68,0,0,0,69.48,61.25,2.361625712,625.3917878,242.4206133,7174.60797,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/25/2018,R14,Disrupted,India,France,Air,Consumer Goods,8293,13,12.22,69.08,87.35,59.19,25.29,19181.12,4443.11,7953.45,82,1792.92,70,1703.45,0,0,0,58.77,42.97,2.45947173,626.914804,220.0041413,7078.132679,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/01/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.0,86.62,77.17,6.37,45.67,16944.02,4240.73,7025.84,83,1868.66,70,1638.76,0,0,0,56.23,50.1,3.526576427,653.6253669,219.8139936,6838.347443,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/08/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.18,39.0,79.56,89.89,40.89,17469.05,4314.17,7243.54,81,1798.41,72,1673.26,0,0,0,55.55,28.69,2.980222423,581.7523635,213.4421057,6697.433595,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/15/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.18,91.3,78.54,54.85,42.92,17245.41,4259.55,7150.81,78,1741.45,72,1642.32,0,0,0,55.92,32.59,3.340750349,558.0395166,223.1038137,6411.212292,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/22/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.13,70.76,84.01,64.81,31.99,18446.3,4334.03,7648.76,79,1746.35,72,1640.41,0,0,0,59.61,47.32,3.014159188,547.7595403,236.5019653,7104.895014,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/29/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.61,61.58,78.93,63.74,42.14,17331.36,4415.07,7186.45,79,1742.81,71,1591.5,0,0,0,61.71,26.13,3.01487807,501.6821705,202.6573957,6530.559169,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/06/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.61,59.25,81.22,18.33,37.55,17835.01,4330.17,7395.29,78,1771.15,70,1548.37,0,0,0,61.38,58.12,3.469141903,702.8103565,206.8376702,7028.60326,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/13/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,2.67,72.96,78.65,67.72,42.71,17269.17,4332.63,7160.66,81,1852.05,67,1506.13,0,0,0,64.14,36.93,2.741977636,544.8395817,213.9254794,6920.965535,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/20/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.7,79.17,66.53,11.99,66.94,14608.51,4332.15,6057.42,80,1853.95,67,1514.36,0,0,0,60.07,42.01,3.048060388,588.9373188,193.0825815,7203.742833,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/27/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.7,26.27,85.51,90.91,28.98,18776.68,4480.17,7785.75,80,1853.3,70,1558.31,0,0,0,67.27,39.23,2.768862356,586.159335,203.6148428,6909.38635,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/03/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.45,99.73,89.89,53.64,20.22,19738.57,4306.39,8184.6,80,1847.72,71,1580.16,0,0,0,58.68,37.0,2.782751886,615.3703349,210.4755825,6901.165664,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/10/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,0.94,11.38,93.56,64.86,12.87,20545.0,4439.94,8518.98,81,1864.68,73,1617.65,0,0,0,73.6,68.75,2.845413938,640.7868606,237.4877836,7219.561211,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/17/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,1.52,66.26,94.27,14.64,11.46,20699.35,4294.52,8582.98,80,1849.42,77,1675.67,0,0,0,63.13,60.8,3.111066886,643.0236744,225.2512266,7100.517409,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/24/2018,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.93,71.4,86.11,38.21,27.77,18908.87,4251.42,7840.56,75,1659.11,81,1803.95,0,0,0,55.71,36.96,2.760625689,570.8461281,223.8717982,7094.846787,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/01/2018,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.42,24.85,63.12,61.76,73.76,13860.18,4245.24,5747.12,76,1670.13,80,1800.69,0,0,0,54.65,55.34,3.627878063,591.6439143,237.0179592,7140.780277,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
